,,,"Fundamental Dimensions",,,"Theoretical Gore: closed mouth, no vent",,,,,"Practical Gore, with mouth and vent removed",,,,"Practical Gore, with mouth and vent removed",,,,,"Theoretical Surface with Parachute",,,,"Actual cloth needed, without parachute",,,,"Geometrically Calculated Conical Volume",,,,,,,,,,,
,,,,,,"(No seam allowance.)",,,,,"(No seam allowance)",,,,"(Seam allowance added for cutting.)",,,,,"Surface of Balloon",,,,"Total Fabric Needed",,,,"Volume",,,,"For Plotting a Single Gore",,,,,"For Plotting Balloon Profile",,
"factor","factor","Station","Radius","Diameter","Circumference","Full Gore","Half Gore","Tri-Gore Center","Tri-Gore Side","sum of three","Full Gore","Half Gore","Tri-Gore Center","Tri-Gore Side","Full Gore","Half Gore","Tri-Gore Center","Tri-Gore Side","Actual Gore Length","Total Gore Width(s)","vertical measurement","sq in","total sq ft","Total Gore Width(s)","vertical measurement","sq in","total sq ft","Pythagorus Pre-calc","Z measurement","total Z distance","volume","station","curved +","curved -","straight +","straight -","z dimension","curved +","curved -"
"Axial_Factor","Radial_Factor","Axial","Radial","Diameter","Circumference",,"Sewn_Size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20,0.15218,18.0 ft,13.7 ft,27.3 ft,1030.2 in,42.9 in,21.5 in,42.9 in,0.0 in,42.9 in,42.9 in,21.5 in,42.9 in,0.0 in,45.2 in,23.7 in,45.2 in,0.0 in,21.5 in,42.9 in,21.5 in,969.7 in,162 sq ft,45.2 in,21.5 in,"1,018 sq in",170 sq ft,1.5 ft,1.2 ft,8.3 ft,784.8 cu ft,215.49,22.59,-22.59,0.00,0.00,8.26,13.66,-13.66
0.18,0.13730,16.2 ft,12.3 ft,24.7 ft,929.5 in,38.7 in,19.4 in,38.7 in,0.0 in,38.7 in,38.7 in,19.4 in,38.7 in,0.0 in,41.0 in,21.6 in,41.0 in,0.0 in,21.5 in,38.7 in,21.5 in,879.8 in,147 sq ft,41.0 in,21.5 in,928 sq in,155 sq ft,1.4 ft,1.2 ft,7.0 ft,637.2 cu ft,193.94,20.49,-20.49,0.00,0.00,7.04,12.33,-12.33
0.16,0.12228,14.4 ft,11.0 ft,22.0 ft,827.8 in,34.5 in,17.2 in,34.5 in,0.0 in,34.5 in,34.5 in,17.2 in,34.5 in,0.0 in,36.7 in,19.5 in,36.7 in,0.0 in,21.5 in,34.5 in,21.5 in,788.9 in,131 sq ft,36.7 in,21.5 in,837 sq in,140 sq ft,1.4 ft,1.2 ft,5.8 ft,506.4 cu ft,172.39,18.37,-18.37,0.00,0.00,5.84,10.98,-10.98
0.14,0.10716,12.6 ft,9.6 ft,19.2 ft,725.5 in,30.2 in,15.1 in,30.2 in,0.0 in,30.2 in,30.2 in,15.1 in,30.2 in,0.0 in,32.5 in,17.4 in,32.5 in,0.0 in,21.5 in,30.2 in,21.5 in,697.3 in,116 sq ft,32.5 in,21.5 in,746 sq in,124 sq ft,1.4 ft,1.2 ft,4.7 ft,392.4 cu ft,150.84,16.24,-16.24,0.00,0.00,4.66,9.62,-9.62
0.12,0.09195,10.8 ft,8.3 ft,16.5 ft,622.5 in,25.9 in,13.0 in,25.9 in,0.0 in,25.9 in,25.9 in,13.0 in,25.9 in,0.0 in,28.2 in,15.2 in,28.2 in,0.0 in,21.5 in,25.9 in,21.5 in,605.1 in,101 sq ft,28.2 in,21.5 in,654 sq in,109 sq ft,1.4 ft,1.2 ft,3.5 ft,293.3 cu ft,129.29,14.09,-14.09,0.00,0.00,3.48,8.26,-8.26
0.10,0.07669,9.0 ft,6.9 ft,13.8 ft,519.2 in,21.6 in,10.8 in,21.6 in,0.0 in,21.6 in,21.6 in,10.8 in,21.6 in,0.0 in,23.9 in,13.1 in,23.9 in,0.0 in,21.5 in,21.6 in,21.5 in,512.5 in,85 sq ft,23.9 in,21.5 in,561 sq in,94 sq ft,1.3 ft,1.2 ft,2.3 ft,209.6 cu ft,107.74,11.94,-11.94,0.00,0.00,2.32,6.89,-6.89
0.08,0.06138,7.2 ft,5.5 ft,11.0 ft,415.5 in,17.3 in,8.7 in,17.3 in,0.0 in,17.3 in,17.3 in,8.7 in,17.3 in,0.0 in,19.6 in,10.9 in,19.6 in,0.0 in,21.5 in,17.3 in,21.5 in,419.6 in,70 sq ft,19.6 in,21.5 in,468 sq in,78 sq ft,1.3 ft,1.2 ft,1.2 ft,140.0 cu ft,86.20,9.78,-9.78,0.00,0.00,1.16,5.51,-5.51
0.06,0.04605,5.4 ft,4.1 ft,8.3 ft,311.7 in,13.0 in,6.5 in,13.0 in,0.0 in,13.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,13.0 in,21.5 in,326.5 in,0 sq ft,0.0 in,21.5 in,211 sq in,35 sq ft,1.3 ft,0.0 ft,0.0 ft,0.0 cu ft,64.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.04,0.03071,3.6 ft,2.8 ft,5.5 ft,207.9 in,8.7 in,4.3 in,8.7 in,0.0 in,8.7 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,8.7 in,21.5 in,233.3 in,0 sq ft,0.0 in,21.5 in,0 sq in,0 sq ft,1.3 ft,0.0 ft,0.0 ft,0.0 cu ft,43.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.02,0.01535,1.8 ft,1.4 ft,2.8 ft,103.9 in,4.3 in,2.2 in,4.3 in,0.0 in,4.3 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,4.3 in,21.5 in,140.0 in,0 sq ft,0.0 in,21.5 in,0 sq in,0 sq ft,1.3 ft,0.0 ft,0.0 ft,0.0 cu ft,21.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00000,0.0 ft,0.0 ft,0.0 ft,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,0.0 in,21.5 in,46.7 in,0 sq ft,0.0 in,21.5 in,0 sq in,0 sq ft,1.3 ft,0.0 ft,0.0 ft,0.0 cu ft,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,0,0,0.0 in,,,,,,,,,,,,,,,,0.00,0.00,,,
,,1.79574,,,,,,,,,,,,,,,,,883.50,,1077.4 ft,,"9,837 sq ft",,1077.4 in,,"9,895 sq ft",,53.2 ft,,91035.2 cu ft,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This spreadsheet is based on the work of Robert E. LeDoux, editor of the Balloon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builders' Journal, and is provided without cost to any persons who wish to use it. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The author assumes no responsibility for loss or liability associated with the use  of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"this spreadsheet.  Users must determine the appropriate application of this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"material for their own use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This spreadsheet generates gore patterns for a double half gore type balloon as",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"typified by an Aerostar ""S"" series envelope.  Only the  values in cells C3, C4, and C5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"must be entered to compute the pattern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volume in C3 is in cubic feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of gores in C5 is one half of the number of half gores.  Two pattern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pieces make each gore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The seam allowance in C4 is the amount of material lost in each seam.  For folded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fell construction 1.125 inches is an industry standard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The ""Gore Length in Feet"" is the column showing the lengthwise stations in feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For each of these stations there is a corresponding width under the column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"shown as ""Cut Half Gore, Inches.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This pattern creates an envelope closed at the top and coming to a point at the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bottom. When used for hot air balloon construction, the user must identify",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"appropriate cutoffs to the pattern to generate a mouth opening at the bottom and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a deflation and venting system in the top.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The factors in columns one and two are taken from work of Justin Smalley.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Full references and instructions for this program are contained in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Balloon Builders' Journal, Volume 1, No. 1, July 1993.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Developed by",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Robert E. LeDoux, Editor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Balloon Builders' Journal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2895 Brandi Lane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Jefferson, OR 97352.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The original reference is available for $2 from the above address.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This file was first prepared on July 14, 1993.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
